,feature,importance
1001,FP_1001,4.6248555036166904e-05
826,FP_0826,4.622663668518872e-05
1428,FP_1428,4.620871755927372e-05
503,FP_0503,4.6186576542495726e-05
2006,FP_2006,4.6183330736921386e-05
375,FP_0375,4.6116543837805955e-05
423,FP_0423,4.610699760606156e-05
1918,FP_1918,4.6058050036742956e-05
186,FP_0186,4.601595576605997e-05
359,FP_0359,4.5988316110863675e-05
1652,FP_1652,4.593792536056729e-05
1586,FP_1586,4.591200429354169e-05
727,FP_0727,4.584447706415003e-05
2001,FP_2001,4.5785476562207804e-05
1342,FP_1342,4.5474193633237135e-05
1833,FP_1833,4.540434350095833e-05
1414,FP_1414,4.539078341866361e-05
891,FP_0891,4.537938509016219e-05
1643,FP_1643,4.533279261103021e-05
367,FP_0367,4.526883155135679e-05
1403,FP_1403,4.52134426302114e-05
1824,FP_1824,4.514009087386412e-05
198,FP_0198,4.513990421746541e-05
136,FP_0136,4.499100948304975e-05
1000,FP_1000,4.4982611886614345e-05
1454,FP_1454,4.4963046926449044e-05
1216,FP_1216,4.490482771718534e-05
1331,FP_1331,4.481030422407823e-05
435,FP_0435,4.4806340693269106e-05
172,FP_0172,4.46533454913167e-05
1720,FP_1720,4.4571601128687176e-05
454,FP_0454,4.4488956281049286e-05
1946,FP_1946,4.441299800239865e-05
527,FP_0527,4.441080927906527e-05
1577,FP_1577,4.4317248039294707e-05
1132,FP_1132,4.429298799964963e-05
286,FP_0286,4.425639048115313e-05
1433,FP_1433,4.423994140246477e-05
1321,FP_1321,4.422972862513763e-05
1207,FP_1207,4.4195929607910255e-05
1746,FP_1746,4.419131402071782e-05
1041,FP_1041,4.4119390302333634e-05
1347,FP_1347,4.408954843400255e-05
1122,FP_1122,4.40144955841654e-05
403,FP_0403,4.393344825826796e-05
904,FP_0904,4.3925558610437255e-05
214,FP_0214,4.377234457897075e-05
492,FP_0492,4.371787908663497e-05
1219,FP_1219,4.3701375964903036e-05
16,FP_0016,4.369373729630139e-05
1870,FP_1870,4.367651970973424e-05
1680,FP_1680,4.366387636788118e-05
42,FP_0042,4.3654774167765266e-05
1115,FP_1115,4.3600932966459306e-05
21,FP_0021,4.354685439577485e-05
574,FP_0574,4.344382917581369e-05
792,FP_0792,4.337651854530386e-05
520,FP_0520,4.336834081861809e-05
258,FP_0258,4.331389619242471e-05
861,FP_0861,4.3287425943901034e-05
1519,FP_1519,4.318385728500711e-05
1262,FP_1262,4.308663861767104e-05
657,FP_0657,4.307287118578008e-05
1205,FP_1205,4.288187814784534e-05
1546,FP_1546,4.282126154196708e-05
1048,FP_1048,4.282082056379067e-05
458,FP_0458,4.280265185735575e-05
1759,FP_1759,4.280092928416157e-05
1146,FP_1146,4.277319538725685e-05
1277,FP_1277,4.274694880946224e-05
1829,FP_1829,4.259546293347019e-05
200,FP_0200,4.2439720464981136e-05
1174,FP_1174,4.230882827519645e-05
122,FP_0122,4.2295489289713794e-05
1891,FP_1891,4.224876576234178e-05
805,FP_0805,4.2213031228555905e-05
518,FP_0518,4.220717326373268e-05
36,FP_0036,4.216021489600307e-05
1654,FP_1654,4.20910230285557e-05
1830,FP_1830,4.2046343896215084e-05
1458,FP_1458,4.198803714729513e-05
1967,FP_1967,4.196994994113196e-05
1461,FP_1461,4.1924145740827766e-05
1398,FP_1398,4.19169409539415e-05
1748,FP_1748,4.1846611717378214e-05
1735,FP_1735,4.179330172469603e-05
1495,FP_1495,4.176413173314077e-05
925,FP_0925,4.172840804689559e-05
1785,FP_1785,4.163787808539956e-05
273,FP_0273,4.156965110659871e-05
47,FP_0047,4.15310777928988e-05
548,FP_0548,4.1528275559292255e-05
583,FP_0583,4.14230263126098e-05
532,FP_0532,4.136880625866912e-05
1723,FP_1723,4.1227173136832924e-05
50,FP_0050,4.120120399402356e-05
318,FP_0318,4.1119983263805416e-05
756,FP_0756,4.1020324460841716e-05
1327,FP_1327,4.101962352757124e-05
1659,FP_1659,4.100723392565934e-05
1730,FP_1730,4.100303838267509e-05
1957,FP_1957,4.088940515041445e-05
1751,FP_1751,4.088928903348446e-05
1231,FP_1231,4.080200084512314e-05
1042,FP_1042,4.078598691548815e-05
613,FP_0613,4.073541201992084e-05
1596,FP_1596,4.067106375880533e-05
946,FP_0946,4.061582145452582e-05
1472,FP_1472,4.0534313418493214e-05
1359,FP_1359,4.051152990195715e-05
1826,FP_1826,4.0482321609943697e-05
1845,FP_1845,4.048146649715035e-05
1002,FP_1002,4.029811820696324e-05
2028,FP_2028,4.0147968321627424e-05
412,FP_0412,4.011427573379545e-05
178,FP_0178,4.004486849738273e-05
1246,FP_1246,3.9996013924400364e-05
662,FP_0662,3.987281182826844e-05
144,FP_0144,3.986644295598591e-05
851,FP_0851,3.9814655413432445e-05
498,FP_0498,3.978098696455068e-05
324,FP_0324,3.976369387127852e-05
1050,FP_1050,3.974824098865235e-05
445,FP_0445,3.9532042896013077e-05
1033,FP_1033,3.926219359476867e-05
812,FP_0812,3.920598460397778e-05
815,FP_0815,3.906756638777119e-05
1924,FP_1924,3.8976199230619484e-05
517,FP_0517,3.8975877784866364e-05
293,FP_0293,3.8948225973999875e-05
696,FP_0696,3.869793848941733e-05
874,FP_0874,3.866129583774076e-05
1776,FP_1776,3.861886935329524e-05
1197,FP_1197,3.8571867877971136e-05
1540,FP_1540,3.855544878036183e-05
617,FP_0617,3.835363663112984e-05
1925,FP_1925,3.833165535881847e-05
1947,FP_1947,3.830820543169734e-05
1742,FP_1742,3.82300424805938e-05
1549,FP_1549,3.822051245609333e-05
2023,FP_2023,3.81296980529651e-05
39,FP_0039,3.810141101508867e-05
48,FP_0048,3.800557843871678e-05
1488,FP_1488,3.800406650688535e-05
1037,FP_1037,3.7935906540773535e-05
800,FP_0800,3.781832365721856e-05
1548,FP_1548,3.770252921198119e-05
78,FP_0078,3.766305779225939e-05
451,FP_0451,3.765085908771735e-05
1894,FP_1894,3.75935733675217e-05
560,FP_0560,3.755013023144797e-05
1865,FP_1865,3.7166940196735045e-05
1525,FP_1525,3.699433133379273e-05
344,FP_0344,3.698377196392991e-05
63,FP_0063,3.6913154336553077e-05
681,FP_0681,3.689723355836498e-05
1906,FP_1906,3.682358290624319e-05
1711,FP_1711,3.667293963867291e-05
1040,FP_1040,3.658319408087347e-05
348,FP_0348,3.6497360834345306e-05
1118,FP_1118,3.649299828812838e-05
1237,FP_1237,3.649282257759791e-05
1889,FP_1889,3.6420425302932195e-05
951,FP_0951,3.636229583664015e-05
374,FP_0374,3.599430807617113e-05
1103,FP_1103,3.5991261984644267e-05
1471,FP_1471,3.5959818613472025e-05
983,FP_0983,3.5935124650184516e-05
1622,FP_1622,3.593276990073719e-05
1651,FP_1651,3.5755539300934625e-05
894,FP_0894,3.570479497940389e-05
1780,FP_1780,3.560756363125805e-05
1867,FP_1867,3.5563760904074535e-05
1221,FP_1221,3.5510358167554484e-05
30,FP_0030,3.540441446166623e-05
233,FP_0233,3.5247282589354826e-05
37,FP_0037,3.515193929219295e-05
1846,FP_1846,3.5108462587971885e-05
566,FP_0566,3.500625891581789e-05
1036,FP_1036,3.5003436787831276e-05
578,FP_0578,3.4986953376502005e-05
1679,FP_1679,3.4928723495538844e-05
1757,FP_1757,3.491573589488912e-05
902,FP_0902,3.4886017399703895e-05
1069,FP_1069,3.487083222494292e-05
1108,FP_1108,3.4815592285443677e-05
1761,FP_1761,3.47418074382313e-05
1872,FP_1872,3.471635478740036e-05
1490,FP_1490,3.458628111590068e-05
1297,FP_1297,3.433746002314163e-05
12,FP_0012,3.425809881105406e-05
1501,FP_1501,3.424943658643889e-05
132,FP_0132,3.424407629261733e-05
215,FP_0215,3.421410147295664e-05
1334,FP_1334,3.4089209975495384e-05
422,FP_0422,3.400300614514133e-05
1023,FP_1023,3.3898347964937916e-05
923,FP_0923,3.3607748847319154e-05
2011,FP_2011,3.3373583573556165e-05
1861,FP_1861,3.3341952559505996e-05
863,FP_0863,3.330370085717698e-05
133,FP_0133,3.326052757509666e-05
2039,FP_2039,3.3183139205007477e-05
544,FP_0544,3.3156010761734134e-05
641,FP_0641,3.3146364880602706e-05
1813,FP_1813,3.303462202280469e-05
478,FP_0478,3.285615131704187e-05
685,FP_0685,3.283317470758904e-05
832,FP_0832,3.281950682404818e-05
1065,FP_1065,3.2818999465184304e-05
545,FP_0545,3.279446548459029e-05
958,FP_0958,3.2758064697597086e-05
900,FP_0900,3.2571401293484875e-05
1423,FP_1423,3.2509255401718746e-05
1186,FP_1186,3.250146439767721e-05
2035,FP_2035,3.237612252818058e-05
839,FP_0839,3.233490291224758e-05
508,FP_0508,3.23275402432149e-05
856,FP_0856,3.2286046087188484e-05
1248,FP_1248,3.2274099581097386e-05
121,FP_0121,3.2167070815291496e-05
22,FP_0022,3.209257767930389e-05
326,FP_0326,3.2033425446725975e-05
363,FP_0363,3.202888982135981e-05
290,FP_0290,3.1974139196873336e-05
1392,FP_1392,3.190719693183323e-05
125,FP_0125,3.177622188072948e-05
1642,FP_1642,3.1710125847523855e-05
546,FP_0546,3.1624365000425156e-05
1806,FP_1806,3.156157747975103e-05
1542,FP_1542,3.151649059408576e-05
1878,FP_1878,3.132737182379155e-05
1491,FP_1491,3.1324047509647326e-05
2003,FP_2003,3.1238923642756715e-05
1661,FP_1661,3.106649369665001e-05
1026,FP_1026,3.091051906238267e-05
1795,FP_1795,3.0809872341197456e-05
971,FP_0971,3.070050357957812e-05
1969,FP_1969,3.070041566595411e-05
1062,FP_1062,3.068734744760502e-05
1443,FP_1443,3.065787816646819e-05
447,FP_0447,3.052313674715857e-05
1271,FP_1271,3.0459981958986848e-05
29,FP_0029,3.040520729028571e-05
1710,FP_1710,3.029707725415706e-05
127,FP_0127,3.024833230447581e-05
919,FP_0919,3.0189746496576388e-05
1191,FP_1191,3.012931745375938e-05
916,FP_0916,3.009163154981113e-05
175,FP_0175,3.001624337761276e-05
1437,FP_1437,2.9968405994585673e-05
1376,FP_1376,2.9829632342789132e-05
405,FP_0405,2.98272130427501e-05
581,FP_0581,2.9810019653421984e-05
1375,FP_1375,2.96697508785598e-05
1698,FP_1698,2.965813248718554e-05
563,FP_0563,2.9649056107155844e-05
159,FP_0159,2.9597981351066745e-05
2045,FP_2045,2.9566627719652914e-05
726,FP_0726,2.952721535176129e-05
206,FP_0206,2.9500317228884822e-05
177,FP_0177,2.9452385887673204e-05
1903,FP_1903,2.94010763230211e-05
1473,FP_1473,2.9325314886005987e-05
1817,FP_1817,2.9251570600891293e-05
824,FP_0824,2.9250241726786817e-05
434,FP_0434,2.9108824486331126e-05
1451,FP_1451,2.905887340795079e-05
120,FP_0120,2.9042088905996054e-05
1241,FP_1241,2.9010573787518233e-05
329,FP_0329,2.8989877525531382e-05
825,FP_0825,2.8969669807087863e-05
163,FP_0163,2.890868794730772e-05
54,FP_0054,2.8755555978747194e-05
250,FP_0250,2.87445568297645e-05
710,FP_0710,2.8683063612082547e-05
70,FP_0070,2.8598279617650346e-05
1704,FP_1704,2.85812277294932e-05
788,FP_0788,2.8573259995936404e-05
196,FP_0196,2.850434017535723e-05
742,FP_0742,2.8355560785058783e-05
510,FP_0510,2.8214273288133776e-05
1677,FP_1677,2.8201860397598172e-05
82,FP_0082,2.8054505265572677e-05
15,FP_0015,2.767928166067844e-05
627,FP_0627,2.7507867554979237e-05
1576,FP_1576,2.7492315312287507e-05
1463,FP_1463,2.748122212406947e-05
1529,FP_1529,2.7448918242613092e-05
684,FP_0684,2.7405570963634292e-05
1450,FP_1450,2.739478622614529e-05
511,FP_0511,2.733441806225255e-05
542,FP_0542,2.733176319785157e-05
1253,FP_1253,2.7302001050773835e-05
1418,FP_1418,2.7232173623741438e-05
1058,FP_1058,2.7217822157229914e-05
1401,FP_1401,2.721138196919737e-05
420,FP_0420,2.712925602090353e-05
1142,FP_1142,2.712290862867823e-05
986,FP_0986,2.7061925693837312e-05
1644,FP_1644,2.6880166682900548e-05
1341,FP_1341,2.6874503531025778e-05
1340,FP_1340,2.672568832337012e-05
176,FP_0176,2.659690851413298e-05
183,FP_0183,2.6578221789339548e-05
317,FP_0317,2.6560250670399134e-05
1396,FP_1396,2.6545294973312687e-05
719,FP_0719,2.6417251716594455e-05
28,FP_0028,2.6326485825410376e-05
1098,FP_1098,2.632158437057456e-05
773,FP_0773,2.6219030205528343e-05
571,FP_0571,2.6201312817141194e-05
240,FP_0240,2.6143469232665276e-05
1798,FP_1798,2.613289846208497e-05
1505,FP_1505,2.605553106425756e-05
942,FP_0942,2.5997135633014953e-05
1771,FP_1771,2.597327333130099e-05
537,FP_0537,2.5937937438289042e-05
1189,FP_1189,2.58886592954511e-05
645,FP_0645,2.5843335656597257e-05
615,FP_0615,2.582037949534914e-05
499,FP_0499,2.5780850168349952e-05
1628,FP_1628,2.562637538525676e-05
1721,FP_1721,2.554686771618531e-05
1462,FP_1462,2.5535918533605447e-05
1768,FP_1768,2.5481703014924878e-05
224,FP_0224,2.5420703374697788e-05
157,FP_0157,2.530314021186874e-05
274,FP_0274,2.5023271828102488e-05
1404,FP_1404,2.5012313426352204e-05
1890,FP_1890,2.4956551183501597e-05
964,FP_0964,2.494863747853572e-05
55,FP_0055,2.4909750690730645e-05
977,FP_0977,2.4868961187368945e-05
291,FP_0291,2.486696566575939e-05
1988,FP_1988,2.4834651547323123e-05
306,FP_0306,2.483038492382354e-05
659,FP_0659,2.467333542631301e-05
1389,FP_1389,2.4539339472094854e-05
1547,FP_1547,2.448519546507178e-05
1936,FP_1936,2.444486867926357e-05
2012,FP_2012,2.433637561753923e-05
1705,FP_1705,2.432136911056385e-05
1909,FP_1909,2.4305964381576246e-05
1864,FP_1864,2.4300525264986276e-05
1439,FP_1439,2.4271999567460583e-05
1467,FP_1467,2.4137671971191367e-05
95,FP_0095,2.4070942076713326e-05
247,FP_0247,2.4016770247894317e-05
648,FP_0648,2.3937955466389094e-05
160,FP_0160,2.3911980899934772e-05
1343,FP_1343,2.3855843771802815e-05
1600,FP_1600,2.383412724175562e-05
1545,FP_1545,2.3737552603957734e-05
1528,FP_1528,2.3528016257967343e-05
965,FP_0965,2.3476391636452818e-05
19,FP_0019,2.3336243083629816e-05
918,FP_0918,2.3232964034271357e-05
230,FP_0230,2.3199821548422102e-05
332,FP_0332,2.3194878622158433e-05
100,FP_0100,2.3181819394854445e-05
1932,FP_1932,2.3129927791362734e-05
228,FP_0228,2.3121582975250035e-05
1413,FP_1413,2.2971050557830082e-05
1695,FP_1695,2.2827924732619475e-05
1821,FP_1821,2.2826971360963234e-05
201,FP_0201,2.2744243219034154e-05
1494,FP_1494,2.2737122486446386e-05
1756,FP_1756,2.266416808825229e-05
929,FP_0929,2.2632186207764254e-05
256,FP_0256,2.255702054538593e-05
1469,FP_1469,2.255285620583202e-05
372,FP_0372,2.2413691249493477e-05
93,FP_0093,2.240265053100562e-05
1793,FP_1793,2.2294568129331703e-05
631,FP_0631,2.2265446290896384e-05
1789,FP_1789,2.209508225295276e-05
393,FP_0393,2.2047058681433235e-05
572,FP_0572,2.204358084738878e-05
1225,FP_1225,2.2030227094987435e-05
1151,FP_1151,2.1987630452208446e-05
549,FP_0549,2.1945746561650737e-05
1054,FP_1054,2.1932078730818885e-05
1383,FP_1383,2.1931510247992615e-05
642,FP_0642,2.1816538414437416e-05
604,FP_0604,2.181454281001543e-05
217,FP_0217,2.1709286654459523e-05
1411,FP_1411,2.169706512494355e-05
1175,FP_1175,2.1668766654678276e-05
1311,FP_1311,2.1642709893207037e-05
1949,FP_1949,2.1617628900968767e-05
346,FP_0346,2.1472812363784037e-05
1320,FP_1320,2.143771837554647e-05
903,FP_0903,2.139120950518712e-05
922,FP_0922,2.1328588084572003e-05
1869,FP_1869,2.1241902850114615e-05
962,FP_0962,2.124134014376967e-05
595,FP_0595,2.1162526528131406e-05
1559,FP_1559,2.1151516633631435e-05
1159,FP_1159,2.1078588288331295e-05
340,FP_0340,2.105421426330391e-05
553,FP_0553,2.103244294467039e-05
1350,FP_1350,2.0987643968494907e-05
416,FP_0416,2.0963975365321474e-05
292,FP_0292,2.0933968633876444e-05
1006,FP_1006,2.0847212657015687e-05
1952,FP_1952,2.079540221158185e-05
668,FP_0668,2.068145792325948e-05
2008,FP_2008,2.067662027186518e-05
1782,FP_1782,2.0628122395140355e-05
676,FP_0676,2.0605219212820527e-05
1419,FP_1419,2.0491299106204164e-05
1021,FP_1021,2.044819659660303e-05
621,FP_0621,2.0278842200801786e-05
2015,FP_2015,2.024179885237496e-05
1612,FP_1612,2.0208408773884964e-05
1684,FP_1684,2.016980186833367e-05
661,FP_0661,2.0137496962120812e-05
210,FP_0210,2.010761065200697e-05
399,FP_0399,2.0084263575644396e-05
907,FP_0907,1.9981512049676986e-05
360,FP_0360,1.984882021496632e-05
1448,FP_1448,1.9813898489004024e-05
1736,FP_1736,1.9728911294545885e-05
1719,FP_1719,1.9645324543130654e-05
149,FP_0149,1.9580099350874125e-05
1993,FP_1993,1.958003079948869e-05
300,FP_0300,1.9575753990014184e-05
467,FP_0467,1.9560158207425925e-05
1303,FP_1303,1.9536641778099706e-05
1202,FP_1202,1.9509103210908775e-05
1552,FP_1552,1.9270924458419406e-05
1983,FP_1983,1.9239216063966784e-05
185,FP_0185,1.922144362011233e-05
660,FP_0660,1.920107365359781e-05
1293,FP_1293,1.9047660311019942e-05
515,FP_0515,1.902970612175607e-05
1092,FP_1092,1.8771158281122245e-05
646,FP_0646,1.876334488402943e-05
466,FP_0466,1.861957875545101e-05
86,FP_0086,1.857405862757528e-05
20,FP_0020,1.8501173857247986e-05
1442,FP_1442,1.8450487938460267e-05
969,FP_0969,1.842324953403272e-05
1986,FP_1986,1.8398315848267766e-05
137,FP_0137,1.8306796684857415e-05
1053,FP_1053,1.829160941055842e-05
124,FP_0124,1.828433168692929e-05
1217,FP_1217,1.825289361170093e-05
312,FP_0312,1.8231891237435444e-05
1010,FP_1010,1.8199908269368427e-05
1690,FP_1690,1.8142378421894684e-05
1140,FP_1140,1.811618983947266e-05
1397,FP_1397,1.8104874620257747e-05
342,FP_0342,1.807472573813806e-05
337,FP_0337,1.7971648731508286e-05
570,FP_0570,1.7630375975485034e-05
96,FP_0096,1.7508975513303846e-05
791,FP_0791,1.7482822084175588e-05
1974,FP_1974,1.7399081249119676e-05
88,FP_0088,1.7315153741209816e-05
744,FP_0744,1.7285243926108514e-05
1493,FP_1493,1.7141973643479037e-05
654,FP_0654,1.705766496322115e-05
404,FP_0404,1.7010380256479795e-05
938,FP_0938,1.6987114883657456e-05
1059,FP_1059,1.6978176742492667e-05
767,FP_0767,1.6939591198438293e-05
1289,FP_1289,1.6858885108221843e-05
1551,FP_1551,1.676819090876567e-05
1244,FP_1244,1.6702894412039397e-05
1106,FP_1106,1.650078221349437e-05
1709,FP_1709,1.6437170616624472e-05
1484,FP_1484,1.6420500303150415e-05
1185,FP_1185,1.6148953495923857e-05
174,FP_0174,1.6101619280923275e-05
1100,FP_1100,1.607728056946547e-05
269,FP_0269,1.6027939816529356e-05
155,FP_0155,1.5981473218875227e-05
1739,FP_1739,1.5921227525393493e-05
68,FP_0068,1.590820154461569e-05
1623,FP_1623,1.5792700543760084e-05
1278,FP_1278,1.5575223908690138e-05
1743,FP_1743,1.5393828793640444e-05
98,FP_0098,1.534557941294567e-05
2024,FP_2024,1.533294363733331e-05
1568,FP_1568,1.5332213245641426e-05
1608,FP_1608,1.5249926678746173e-05
58,FP_0058,1.52344447562795e-05
1067,FP_1067,1.511730081621451e-05
760,FP_0760,1.5109958461569884e-05
51,FP_0051,1.5106387654880743e-05
10,FP_0010,1.4703141262660923e-05
141,FP_0141,1.4629101991661776e-05
1852,FP_1852,1.4622802277289026e-05
1363,FP_1363,1.4506447780673942e-05
848,FP_0848,1.4502504834590804e-05
330,FP_0330,1.4489468450802183e-05
1615,FP_1615,1.4452161735565499e-05
1772,FP_1772,1.4438483276591756e-05
947,FP_0947,1.4227252634103691e-05
770,FP_0770,1.4192634325141101e-05
999,FP_0999,1.4158113816319837e-05
730,FP_0730,1.4122534393057572e-05
1605,FP_1605,1.4069424204944443e-05
1094,FP_1094,1.3998818919310499e-05
1161,FP_1161,1.3949715253597159e-05
1251,FP_1251,1.3664125804540637e-05
264,FP_0264,1.3606397567519968e-05
195,FP_0195,1.3540258860073768e-05
1425,FP_1425,1.343348468029332e-05
1031,FP_1031,1.3432368756644653e-05
53,FP_0053,1.333837951604359e-05
1223,FP_1223,1.3181950236962956e-05
1165,FP_1165,1.3133580507158103e-05
505,FP_0505,1.3050796807034387e-05
1113,FP_1113,1.3039851486979568e-05
64,FP_0064,1.3030800767972416e-05
46,FP_0046,1.2984321088711488e-05
1360,FP_1360,1.297020178449194e-05
1613,FP_1613,1.2933582265329366e-05
1899,FP_1899,1.2841533557175124e-05
1438,FP_1438,1.2821680388694317e-05
1315,FP_1315,1.2802149249904057e-05
421,FP_0421,1.2738787831928756e-05
764,FP_0764,1.2651500362745494e-05
257,FP_0257,1.2552059492522265e-05
1572,FP_1572,1.2549370776144977e-05
813,FP_0813,1.2271065682095987e-05
830,FP_0830,1.2228925727636708e-05
584,FP_0584,1.2201568225879648e-05
1674,FP_1674,1.2171031757718807e-05
369,FP_0369,1.204016529674111e-05
678,FP_0678,1.1990199425210395e-05
1247,FP_1247,1.1906395346235655e-05
388,FP_0388,1.1873506489534354e-05
1787,FP_1787,1.182436652008815e-05
123,FP_0123,1.1739775910229109e-05
1116,FP_1116,1.150411879587517e-05
452,FP_0452,1.1469724277468565e-05
355,FP_0355,1.1305973944656023e-05
799,FP_0799,1.1293527167890097e-05
928,FP_0928,1.1216044598058291e-05
1900,FP_1900,1.1110499450508043e-05
285,FP_0285,1.1037269329750206e-05
1474,FP_1474,1.0903138915172475e-05
297,FP_0297,1.0746523220655324e-05
506,FP_0506,1.0712790630337758e-05
845,FP_0845,1.063382942891673e-05
2040,FP_2040,1.0622676540997958e-05
1338,FP_1338,1.0363134167293024e-05
465,FP_0465,1.0345576325133255e-05
777,FP_0777,1.0335752919133199e-05
1945,FP_1945,1.021998967926164e-05
1681,FP_1681,1.0147729039394773e-05
752,FP_0752,1.0031832591796201e-05
543,FP_0543,9.990971458192483e-06
1732,FP_1732,9.938146600018021e-06
2027,FP_2027,9.884303858429731e-06
238,FP_0238,9.866480424438613e-06
1880,FP_1880,9.843604604621563e-06
1486,FP_1486,9.832811947842894e-06
761,FP_0761,9.783934076782343e-06
1762,FP_1762,9.762381876009261e-06
1812,FP_1812,9.67959404120266e-06
1030,FP_1030,9.641107196449413e-06
748,FP_0748,9.487795803103717e-06
1510,FP_1510,9.39373889567029e-06
1584,FP_1584,9.313302049256224e-06
376,FP_0376,9.152835137907337e-06
1426,FP_1426,8.837335099980864e-06
1987,FP_1987,8.692668193862951e-06
1933,FP_1933,8.480833274555319e-06
720,FP_0720,8.472196796406885e-06
1520,FP_1520,8.334870176956286e-06
1330,FP_1330,8.279445083085098e-06
1275,FP_1275,8.194033683631262e-06
1883,FP_1883,8.09787020451659e-06
1371,FP_1371,7.92512005514004e-06
1046,FP_1046,7.733698012299704e-06
1837,FP_1837,7.645206041337399e-06
683,FP_0683,7.468773039570456e-06
862,FP_0862,7.400437264453857e-06
704,FP_0704,7.3671217001361865e-06
129,FP_0129,7.33934027964912e-06
1676,FP_1676,7.149912854954371e-06
817,FP_0817,7.083490650455152e-06
1329,FP_1329,6.9949952166707175e-06
1361,FP_1361,6.91285108700278e-06
1555,FP_1555,6.878014171335723e-06
1621,FP_1621,6.8652400509508006e-06
593,FP_0593,6.8159921598400065e-06
436,FP_0436,6.780859868718984e-06
1131,FP_1131,6.683589277203005e-06
154,FP_0154,6.683135132626646e-06
1774,FP_1774,6.621866846920616e-06
1412,FP_1412,6.464405109810577e-06
1566,FP_1566,6.4121565103807525e-06
1078,FP_1078,6.32567382821724e-06
920,FP_0920,6.26499804324877e-06
212,FP_0212,6.26201149840412e-06
733,FP_0733,6.235405385251456e-06
1839,FP_1839,6.173981616612458e-06
1345,FP_1345,6.14105905844011e-06
1044,FP_1044,6.0863554910063564e-06
1408,FP_1408,6.080916647133499e-06
1304,FP_1304,6.076228739054877e-06
73,FP_0073,6.03951806495625e-06
1193,FP_1193,5.958546314715226e-06
356,FP_0356,5.915434414613236e-06
1135,FP_1135,5.8846479096124705e-06
1893,FP_1893,5.880192597413404e-06
867,FP_0867,5.856590080510845e-06
1553,FP_1553,5.8263502172603194e-06
429,FP_0429,5.756701326304735e-06
368,FP_0368,5.516000729551347e-06
3,FP_0003,5.508738229644313e-06
1306,FP_1306,5.506553110790474e-06
688,FP_0688,5.498686100524264e-06
1595,FP_1595,5.457781123839698e-06
1639,FP_1639,5.210856991099808e-06
1052,FP_1052,5.196347809790816e-06
1767,FP_1767,5.126664557766656e-06
1515,FP_1515,5.0662874957926544e-06
1565,FP_1565,5.052543480986625e-06
1222,FP_1222,5.049983059351081e-06
818,FP_0818,4.968048275715051e-06
1792,FP_1792,4.878474325261286e-06
1533,FP_1533,4.769167979004142e-06
1541,FP_1541,4.753153630744489e-06
138,FP_0138,4.703959556878781e-06
1266,FP_1266,4.4306562377975935e-06
1703,FP_1703,4.412846017727115e-06
1206,FP_1206,4.314173864596666e-06
535,FP_0535,4.292380333105094e-06
1081,FP_1081,4.039684017011565e-06
1537,FP_1537,3.801439128441356e-06
827,FP_0827,3.630233915603802e-06
1587,FP_1587,3.515285992551587e-06
1590,FP_1590,3.2367580950631076e-06
1857,FP_1857,2.937108302090937e-06
1835,FP_1835,2.9080069660823096e-06
1960,FP_1960,2.787364605216534e-06
774,FP_0774,1.5008855590976363e-06
44,FP_0044,1.2440665325354216e-06
1178,FP_1178,6.269051956326885e-07
1931,FP_1931,2.9006574001865723e-07
1400,FP_1400,1.8096463495621642e-07
1204,FP_1204,1.7872511682388132e-07
1390,FP_1390,4.5175049320427937e-08
1299,FP_1299,3.8406098607418574e-08
1316,FP_1316,1.3007634763849609e-19
990,FP_0990,1.2410894215353578e-19
1811,FP_1811,8.552855865901541e-20
1364,FP_1364,7.523048660705525e-20
236,FP_0236,6.376456660095357e-20
261,FP_0261,3.918693197954848e-20
822,FP_0822,3.0569194718206255e-20
847,FP_0847,2.5609286718708088e-20
858,FP_0858,2.0260098229040522e-20
1913,FP_1913,1.8468809439906163e-20
1976,FP_1976,1.6890732048334742e-20
365,FP_0365,1.3430528164883525e-20
161,FP_0161,1.3242446501890702e-20
793,FP_0793,1.1538797906808448e-20
2036,FP_2036,1.117559933558551e-20
1790,FP_1790,8.390089194416688e-21
945,FP_0945,0.0
933,FP_0933,0.0
1591,FP_1591,0.0
596,FP_0596,0.0
1227,FP_1227,0.0
671,FP_0671,0.0
634,FP_0634,0.0
655,FP_0655,0.0
17,FP_0017,0.0
391,FP_0391,0.0
1834,FP_1834,0.0
1201,FP_1201,0.0
1841,FP_1841,0.0
2002,FP_2002,0.0
395,FP_0395,0.0
513,FP_0513,0.0
1749,FP_1749,0.0
303,FP_0303,0.0
1305,FP_1305,0.0
1770,FP_1770,0.0
85,FP_0085,0.0
1658,FP_1658,0.0
2013,FP_2013,0.0
665,FP_0665,0.0
797,FP_0797,0.0
714,FP_0714,0.0
