Sample_CID,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var,XLogP,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,AtomStereoCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,BondStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,class_x,y
91590,36,253.36727,-0.307414,68,0.038548,0.345962,14.28,12.32,14.86,14.02,13.87,0.945145491,36,6.498,6.679,11.293,12.115,0.402665603,0.932209911,0.908655,4.249251,3.816498,19.098474,185.619,2191.47682,1.2956,-44.24494,37.76466,1075.40147,624.2298,451.17167,-0.00061764,0.01447908,-0.0215051,0.00040695,0.19054013,0.01753364,0.47420634,57.02,42.98,9.92732,16.93701,0.50078952,0.00171231,-41.41429,-13.64644,-0.9513026,0.040665,3.9,88,251,2,6,5,17,0,0,0,0,0,0,1,1,10
28803,43,302.32083,-0.323697,81,0.021933,0.34563,21.8,15.24,19.61,19.58,19.0575,2.380802123,43,10.153,6.351,9.477,20.302,0.561915306,0.999803014,0.949289,3.743872,3.020202,24.151203,728.0276,2554.15604,1.3264,-39.15181,24.53867,1337.74346,780.75565,556.98781,-3.74E-05,0.01690987,-0.02379323,0.00044912,0.17546654,0.01978214,0.53812829,47.51,52.49,11.28536,17.0818,0.51893703,0.00124163,-47.45167,-19.70534,-1.0983184,0.062723,0.7,80.3,284,0,7,16,21,0,0,0,0,0,0,1,1,44
129228,25,238.19391,-0.331685,61,0.033705,0.36539,14.14,15.77,12.54,8.9,12.8375,2.544035918,25,6.304,6.731,7.64,12.547,0.466119325,0.995161802,1.094617,4.215959,5.032063,22.611661,346.1219,1675.47675,1.5931,-50.26352,37.75468,870.27548,492.83628,377.4392,0.00040155,0.02449583,-0.03105924,0.00078182,0.20728783,0.02729101,0.7440241,35.69,64.31,11.54979,19.01066,0.52925728,0.00351398,-61.60946,-19.26231,-1.2705439,0.124822,0.7,73.8,282,1,5,3,17,0,0,0,0,0,0,1,0,0
72913,15,118.1362,-0.288142,31,0.024531,0.312673,15.02,16.08,12.16,14.34,14.4,1.434224529,12,4.608,3.4,7.879,9.182,0.44875617,0.996310764,0.000136,0.000598,5.350305,15.583151,115.2723,1028.79836,1.2868,-46.60763,53.04874,569.08635,294.34503,274.74132,0.00185816,0.02656581,-0.02461247,0.00079666,0.24114454,0.02559947,0.69723135,43.62,56.38,11.2473,17.8661,0.50470211,0.00243089,-41.50034,-19.21133,-1.0720454,0.037715,1.4,49.8,133,1,2,0,9,0,0,0,0,0,0,1,1,2
53555,38,283.32569,-0.272888,75,0.048609,0.321497,11.17,10.33,10.84,27.03,14.8425,7.042816819,38,7.439,6.04,10.001,14.672,0.477713021,0.986154053,0.893603,3.71964,7.48613,27.771069,465.8986,2330.76717,1.3622,-57.92658,66.25388,1125.76279,645.15765,480.60515,0.00302454,0.0263725,-0.02831745,0.00074476,0.23550297,0.02684933,0.7402267,31.23,68.77,10.44166,18.22548,0.50738686,0.00275258,-49.01538,-19.16953,-1.0976354,0.048335,1.5,60,377,1,3,5,21,0,0,0,0,0,0,1,0,0
118574,22,200.61924,-0.322028,52,0.011349,0.333378,12.21,13.07,11.06,14.2,12.635,1.151053865,21,5.142,5.111,9.258,10.003,0.410430002,0.972676002,0.562246,2.219696,2.79847,20.14994,89.8066,1519.64491,1.4794,-55.6831,24.76048,801.60582,427.52048,374.08534,-0.00030774,0.01839637,-0.02168358,0.00052901,0.14463232,0.01995191,0.5423341,47.81,52.19,11.8878,17.8468,0.51587548,0.00156737,-46.514,-14.81235,-1.0308176,0.083479,3.4,35.5,184,0,3,3,13,0,0,0,0,0,0,1,0,0
5284533,52,362.89101,-0.311359,97,-0.006718,0.304641,22.18,12.63,12.34,26.23,18.345,6.033276473,52,7.462,7.242,9.265,14.881,0.474098382,0.997118735,1.157885,4.538652,6.295384,55.126499,306.5337,2946.15586,1.3803,-50.33283,62.43463,1263.2434,838.04873,425.19468,0.00596426,0.02282761,-0.02727299,0.00065718,0.19838953,0.0226167,0.66188641,30.99,69.01,11.24761,17.5016,0.5052481,0.00101987,-48.31013,-15.22315,-1.0364587,0.049711,3,54.4,723,1,3,1,25,6,6,0,0,0,0,1,1,26
5326,31,280.3032,-0.289137,73,0.013099,0.302237,10.79,15.95,17.43,7.97,13.035,3.824509773,30,6.152,6.21,9.719,11.33,0.41564254,0.920838752,1.108948,3.726346,13.600834,19.829228,303.2009,2056.27357,1.5275,-68.25303,56.10718,1022.20995,577.74293,444.46702,-0.00067239,0.0307377,-0.04150097,0.00138321,0.21199016,0.0355099,0.96376392,30,70,11.19346,18.12039,0.51592052,0.00238263,-44.11544,-19.41867,-1.0989965,0.048384,0.4,116,368,2,7,4,19,0,0,0,0,0,0,1,0,0
5833,61,416.57417,-0.322828,112,0.021344,0.344172,14.77,24.19,16.12,24.11,19.7975,4.378683449,4,7.764,7.911,10.387,15.412,0.457193711,0.992529624,1.42118,5.068385,0.54623,69.281419,725.4589,3412.86132,1.3678,-48.12191,27.86814,1434.75962,1049.06462,385.695,0.00729837,0.02306314,-0.03558074,0.00067772,0.12420808,0.02344721,0.71914648,25.01,74.99,10.46441,16.79358,0.50785673,0.00109433,-46.32136,-17.02577,-1.0566178,0.045977,2.9,85.7,818,0,5,2,29,7,7,0,0,0,0,1,1,31
108150,97,761.8385,-0.281655,201,0.04761,0.329265,9.01,8.48,7.73,9.86,8.77,0.776434157,56,9.43,10.649,13.887,18.733,0.432942753,0.993266172,2.108177,9.231485,4.330658,44.893325,752.8167,5660.32363,1.5082,-49.83534,42.93837,2355.8552,1252.96768,1102.88753,-0.00198772,0.01778708,-0.02445346,0.00049455,0.20913077,0.02109001,0.56893369,47.69,52.31,10.0104,18.46797,0.51443262,0.00191833,-50.90897,-17.82294,-1.1216595,0.068888,3.4,194,1450,4,15,4,54,7,7,0,0,0,0,1,1,37
656604,26,223.31287,-0.323276,59,0.059853,0.38313,44.58,27.83,9.96,12.1,23.6175,13.93154402,18,5.432,6.674,7.416,10.449,0.425811973,0.961800442,1.133289,4.118907,4.183041,16.866691,218.8278,1764.24074,1.4184,-39.80879,69.73828,874.68973,510.19503,364.49471,0.00540386,0.02732998,-0.02528684,0.00070866,0.23774389,0.02590072,0.72051867,31.28,68.72,9.95368,18.57405,0.50164846,0.00332123,-45.534,-13.75367,-0.9522064,0.088981,0.4,68.4,218,4,5,4,13,1,1,0,0,0,0,1,0,0
67768,16,156.11474,-0.286662,40,-0.035433,0.25123,16.83,16.69,15.74,13.15,15.6025,1.476742615,15,4.77,3.401,7.685,9.513,0.461818535,0.997169811,0.000403,0.0014,8.795746,7.107664,149.4393,1086.09653,1.6107,-47.02667,59.28754,595.65202,351.6709,243.98111,0.0020811,0.02933762,-0.03720606,0.00115969,0.24713263,0.03233565,0.88601784,33.83,66.17,11.11913,18.79157,0.53565528,0.00318147,-62.91915,-19.45972,-1.3258232,0.137808,0.8,71.8,159,1,4,0,11,0,0,0,0,0,0,1,1,2
8098,34,234.24672,-0.340308,63,0.077865,0.418173,18.63,21.02,13.56,14.6,16.9525,3.016698319,27,5.834,5.734,10.182,11.354,0.416354969,0.97308879,0.740252,3.056056,4.565887,28.933917,403.2668,1991.9109,1.3178,-58.28071,21.8512,1086.10366,677.3475,408.75616,-0.00156517,0.01878497,-0.03528729,0.00063523,0.11585547,0.02540392,0.68016582,36.34,63.66,12.23159,16.81723,0.52116774,0.0011495,-47.53846,-19.4701,-1.0984745,0.062184,-0.3,71.1,182,0,6,11,16,0,0,0,0,0,0,1,1,1
8633,45,275.38654,-0.278947,75,0.028385,0.307332,14.5,16.67,11.4,13.35,13.98,1.907865299,41,6.418,7.645,9.856,12.72,0.420899375,0.990962917,1.367218,4.855881,2.192394,16.963686,169.8634,2496.40034,1.2362,-37.65524,41.50382,1169.48844,674.79734,494.6911,-0.00033611,0.01112891,-0.01597528,0.00034974,0.20827735,0.01323408,0.35861648,71.64,28.36,10.88367,17.54558,0.49986499,0.0013538,-47.30467,-19.40832,-1.0288209,0.037836,5.1,52.3,329,1,3,4,20,3,0,3,0,0,0,1,1,47
66679,29,163.25979,-0.254252,45,0.071252,0.325504,15.97,14.84,13.84,13.44,14.5225,0.978988636,29,5.533,5.686,8.648,10.359,0.419511602,0.936110609,0.831092,3.231368,2.067961,8.370405,19.575,1634.12448,1.1195,-29.90728,15.89076,824.00004,496.32526,327.67478,-0.00042006,0.01075342,-0.01734439,0.00024613,0.14850872,0.01346565,0.36393619,64.87,35.13,10.59081,16.14555,0.49653156,0.00134205,-43.10644,-19.56607,-0.9878672,0.029455,3.5,3.2,118,0,1,3,12,0,0,0,0,0,0,1,1,2
66760,14,153.56923,-0.31058,39,-0.003537,0.307043,12.74,12.47,11.4,13.41,12.505,0.723964778,14,4.986,3.5,7.324,9.954,0.479064395,0.998194946,0.000532,0.002237,2.148277,8.067391,136.4556,1098.69761,1.5663,-26.72783,65.39973,592.39643,223.16267,369.23376,0.00046702,0.02478275,-0.01422926,0.00064372,0.11462315,0.0183232,0.4953801,57.35,42.65,11.52014,19.1415,0.50904878,0.00324223,-50.33299,-14.79067,-1.0437359,0.083467,1.7,41.6,130,1,2,0,10,0,0,0,0,0,0,1,1,9
23663870,15,126.08651,-0.203541,33,0.040435,0.243976,39.57,10.47,15.14,20.94,21.53,11.0560549,14,4.251,4.797,5.319,8.282,0.450157626,0.974123736,0.635773,2.463896,12.163887,32.164699,147.5993,881.26658,1.6033,-87.28291,82.38631,504.10697,317.1585,186.94847,0.01107488,0.06663213,-0.08317813,0.002377,0.24351828,0.07036016,1.98012405,8.41,91.59,8.63578,18.9622,0.4863831,0.006172,-45.86767,-15.24545,-1.068271,0.063046,2.4,60.4,64,1,3,3,8,0,0,0,0,0,0,2,0,0
60196381,62,424.44876,-0.09749,113,0.038346,0.135836,14.05,13.09,17.97,22.79,16.975,3.822731353,62,8.791,7.381,9.932,17.208,0.498479187,0.978728245,1.175916,4.891463,31.201241,98.796901,1179.9793,3180.97825,1.4952,-61.37226,77.39185,1457.49738,541.04067,916.4567,-0.003458,0.07604149,-0.05039143,0.00139302,0.23314919,0.05904032,1.6303167,5.51,94.49,4.06545,18.57848,0.47013861,0.00932304,-82.42419,-18.49159,-1.1205998,0.126712,2.4,8.8,268,0,7,13,27,0,0,0,0,0,0,2,1,13
10285,20,143.18553,-0.298359,38,0.004927,0.303286,12.28,11.03,9.64,10.57,10.88,0.95081544,19,4.822,4.19,7.494,9.538,0.449439261,0.98900871,0.283055,1.7902,3.612766,11.470189,38.4068,1264.00678,1.2694,-47.62937,23.32289,655.42608,359.14492,296.28117,-0.00066778,0.01814582,-0.02347318,0.00040125,0.16031293,0.02062299,0.55930331,37.98,62.02,10.35001,16.56222,0.4981979,0.00179105,-42.50142,-19.3875,-1.0620593,0.044054,2.6,12.9,133,0,1,0,11,0,0,0,0,0,0,1,0,0
27295,30,328.20079,-0.336929,83,-0.047185,0.289744,13.28,8.86,11.71,12.8,11.6625,1.715114792,8,7.317,7.033,8.819,14.625,0.479870066,0.999384994,1.139636,4.786925,5.541759,39.649642,555.0386,2090.81199,1.759,-38.77896,45.97818,1061.72054,660.0719,401.64864,0.00965353,0.03096946,-0.02537721,0.00063874,0.24996733,0.02737349,0.78515487,30.38,69.62,12.1472,18.9008,0.55097325,0.00264553,-67.82139,-19.06452,-1.4394196,0.151482,3.7,101,440,0,8,2,23,0,0,0,0,0,0,1,1,12
3488,61,494.00413,-0.319293,130,0.024648,0.343941,5.88,12.51,9.9,9.94,9.5575,2.371965166,48,7.084,10.448,13.535,13.951,0.367770338,0.984683794,1.534735,7.379403,10.096905,55.409354,582.7295,3824.49998,1.4474,-70.10671,69.32673,1809.98364,998.85896,811.12468,-0.00167864,0.02399707,-0.03329699,0.00108127,0.22559131,0.02836576,0.76640124,36.86,63.14,11.74628,17.76878,0.50879838,0.00145957,-46.4661,-14.82559,-1.0430995,0.057037,4.8,122,746,3,5,8,33,0,0,0,0,0,0,1,1,5
7403,27,178.22808,-0.33081,48,0.018227,0.349037,17.88,12.8,11.43,15.17,14.32,2.452478338,27,5.779,6.745,6.772,11.355,0.456537472,0.982436408,0.879691,4.3451,3.306611,13.955081,180.0097,1588.38515,1.2574,-43.10073,56.71012,795.89115,500.63969,295.25145,0.00120641,0.01498627,-0.02215926,0.00054663,0.21987762,0.01735369,0.48020563,58.23,41.77,11.60714,18.23902,0.50706957,0.00149332,-46.56757,-19.19481,-1.0767789,0.056299,3.9,37.3,183,1,2,2,13,0,0,0,0,0,0,1,1,1
31282,14,186.9782,-0.396191,47,0.044772,0.440963,20.15,20.44,15.55,15.49,17.9075,2.389794709,6,5.175,5.129,6.61,10.354,0.46865523,1.000386473,0.633245,2.595214,1.359057,18.307261,96.822,1203.69505,1.7407,-29.25391,37.34389,691.87985,347.34403,344.53583,0.00449068,0.02493105,-0.01611629,0.0004654,0.23592946,0.02084346,0.55896423,48.52,51.48,12.93739,17.5244,0.53048767,0.00141014,-45.37285,-14.67889,-0.9966458,0.101137,2.1,52.6,119,0,4,5,10,0,0,0,0,0,0,1,0,0
136785960,20,155.1548,-0.194104,41,0.003757,0.197861,13.33,8.87,9.28,11.39,10.7175,1.785852388,17,4.489,5.49,6.285,8.862,0.429422881,0.987079528,0.699941,3.340873,6.414652,20.629966,150.9349,1099.30583,1.5816,-56.32994,73.46754,599.36927,351.15454,248.21473,0.00262159,0.0307111,-0.03711722,0.00143152,0.24160506,0.03298887,0.90788177,32.25,67.75,9.55083,19.48617,0.50089845,0.00475326,-51.44451,-18.98901,-1.2009564,0.087392,2.4,62.3,130,2,4,1,11,0,0,0,1,0,1,2,1,2
6881,34,253.2964,-0.279129,67,0.027855,0.306985,12.05,16.75,10.02,10.26,12.27,2.702841098,32,8.007,5.548,8.277,15.993,0.53635388,0.998688647,0.78326,3.062585,1.43992,21.346128,266.7257,2143.20489,1.3244,-36.89986,40.97836,1093.27603,552.45634,540.81969,-0.00168414,0.01616346,-0.01991576,0.00028737,0.23630852,0.01807576,0.49033939,46.86,53.14,10.83362,17.54336,0.50301551,0.00215663,-46.61554,-19.40302,-1.0890748,0.050577,4,52.3,308,1,3,5,19,0,0,0,1,0,1,1,1,21
638015,49,284.43646,-0.26401,78,-0.0236,0.24041,8.55,7.72,8.25,7.53,8.0125,0.407331253,24,9.165,6.727,8.294,18.318,0.549446594,0.999345336,0.976057,4.234876,7.574148,56.110665,1192.4998,2791.4388,1.1418,-49.47653,27.54075,1343.02746,998.28168,344.74578,0.00461386,0.01387865,-0.02221426,0.00064214,0.0886636,0.01408759,0.43588135,64.42,35.58,10.35962,16.23749,0.49798897,0.00099121,-44.96595,-20.55625,-1.018458,0.031575,6.2,17.1,522,0,1,5,21,0,0,0,4,4,0,1,1,59
6333,5,129.38308,-0.372373,30,0.054865,0.427238,61.74,66.33,33.26,32.32,48.4125,15.71007539,2,3.318,4.196,4.687,6.633,0.4274942,0.99954792,0.56804,1.7963,2.215769,3.05082,21.8057,616.09509,2.3533,-17.61001,33.92097,378.11642,152.03999,226.07643,0.00301607,0.02731466,-0.01332513,0.00037673,0.11562594,0.0196617,0.51566381,54.15,45.85,12.24815,17.38738,0.51572864,0.00192083,-163.73056,-15.46755,-2.4939842,4.329659,1.7,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0
6918055,29,289.59472,-0.316431,74,-0.009945,0.306486,15.99,40.02,18.16,11.26,21.3575,11.05986522,27,5.784,6.197,9.058,11.396,0.427601216,0.985131397,0.866776,3.640391,12.809473,29.767017,444.1903,1781.91984,1.8212,-84.23043,92.55146,915.30618,607.00788,308.2983,0.01366042,0.05093994,-0.05973916,0.00242963,0.23667489,0.05027159,1.46679531,13.61,86.39,10.19436,19.36766,0.51557341,0.00384486,-58.75502,-17.70451,-1.1371826,0.056156,2.4,130,264,2,6,5,17,1,1,0,0,0,0,2,1,2
6777,50,330.4188,-0.33883,89,0.009587,0.348417,13.33,13.01,11.33,14.93,13.15,1.277967136,50,6.778,7.343,11.25,12.732,0.406448524,0.939215108,1.252133,4.767931,5.12256,24.281145,165.3659,2833.29058,1.3068,-60.58797,24.63388,1315.32282,839.40678,475.91604,-0.0015564,0.01175781,-0.02503961,0.00068529,0.09416043,0.01703602,0.4507154,67.99,32.01,11.86413,16.7901,0.50621217,0.00101879,-47.65172,-19.35076,-1.0494426,0.046654,5.2,52.6,381,0,4,6,24,0,0,0,0,0,0,1,1,34
23670838,40,292.36983,-0.194846,78,0.031459,0.226305,28.53,10.55,7.81,8.59,13.87,8.522616969,20,8.442,6.693,7.425,16.842,0.543992248,0.997512438,1.072254,4.237894,36.333832,170.007251,2150.6246,2352.36237,1.3928,-102.6892,110.61246,1152.0602,751.00268,401.05753,0.01514711,0.07771237,-0.10200984,0.00427232,0.22638053,0.08196657,2.34482814,5.65,94.35,7.07814,19.62009,0.49366724,0.00400755,-42.19802,-17.30762,-0.9986326,0.035484,2.4,65.6,303,0,3,8,19,0,0,0,0,0,0,2,1,15
77353,26,158.24,-0.291102,43,0.031061,0.322163,10.62,9.95,9.18,9.99,9.935,0.510514446,25,5.756,5.741,8.423,11.457,0.447172242,0.995222377,0.653284,3.31495,0.544459,8.260751,49.6313,1569.35935,1.1299,-20.00156,17.7338,800.23911,456.72683,343.51228,-0.00045577,0.01086006,-0.01550105,0.00012336,0.21478867,0.01292024,0.34972778,64.73,35.27,10.30861,16.23621,0.49501128,0.00160375,-42.88116,-19.48526,-0.9997675,0.034896,4.9,0,168,0,0,2,12,0,0,0,0,0,0,1,0,0
6432115,12,124.99646,-0.34492,32,0.038716,0.383636,30.55,23.33,16.36,19.15,22.3475,5.346037668,12,3.703,5.656,6.145,8.459,0.417522211,1.142182015,0.725028,2.892235,1.546719,11.777036,32.7621,969.9626,1.4441,-15.83659,24.79394,542.4119,274.82881,267.58308,0.00360832,0.023166,-0.01647895,0.00014639,0.21454729,0.01991096,0.54061235,31.64,68.36,11.22619,16.86992,0.4981166,0.00226121,-34.07983,-15.66748,-0.792495,0.023897,1.7,0,34,0,0,2,6,0,0,0,1,1,0,1,1,2
4350929,6,89.03135,-0.341721,22,0.038812,0.380533,22.79,20.58,20.79,47,27.79,11.12438987,5,3.719,4.54,4.742,7.439,0.44488966,1.000134445,0.016159,0.04346,0.398162,10.382452,45.7366,576.83096,1.7296,-25.51749,97.59794,370.49847,192.84818,177.65029,0.01089391,0.03775695,-0.01826725,0.00150645,0.08034539,0.02943766,0.77312541,43.5,56.5,12.03506,19.66794,0.51162869,0.00150067,-39.31532,-17.66114,-0.9453373,0.024269,2.4,48.6,86,0,3,0,6,0,0,0,0,0,0,2,0,0
8159,29,158.23837,-0.360835,44,0.08215,0.442985,11.17,39.95,28.08,5.5,21.175,13.65636573,29,7.653,4.303,5.58,15.304,0.60761504,0.999869332,0.658382,1.90148,2.588131,15.194462,210.4219,1606.18665,1.104,-42.20151,18.46045,874.2312,677.37407,196.85712,0.00243925,0.01009492,-0.02390345,0.00055943,0.05378296,0.01202319,0.35930703,79.04,20.96,12.50136,16.49649,0.50771826,0.00097722,-47.08636,-20.19701,-1.0031528,0.041951,2.9,26.3,99,0,2,7,11,0,0,0,0,0,0,1,1,1
707035,16,150.20099,-0.280712,39,0.032189,0.312901,74.3,19.94,13.36,14.69,30.5725,25.36566713,16,5.119,3.6,7.425,10.132,0.478895874,0.989646415,0.000167,0.00066,6.752896,25.392906,194.2371,1187.88463,1.4169,-39.64047,60.80467,635.51633,379.82869,255.68763,0.00419174,0.03056868,-0.03499169,0.001104,0.24884615,0.03177973,0.88023911,33.19,66.81,9.33635,18.25223,0.48684605,0.00697001,-41.33879,-12.68951,-0.935479,0.075715,1.7,56.2,142,2,1,0,10,0,0,0,0,0,0,1,1,4
8134,20,120.14718,-0.339825,33,0.148967,0.488792,22,26.48,7.33,10.58,16.5975,7.889037885,20,5.812,4.283,4.774,11.894,0.567705599,1.023227805,0.648346,2.096116,2.054817,12.000612,179.426,1116.48247,1.2059,-38.10144,52.20079,645.79307,406.04247,239.7506,0.00084973,0.01559913,-0.02412992,0.00050487,0.23700212,0.01856131,0.51065382,55.75,44.25,12.07644,17.49384,0.51166132,0.00166644,-51.05759,-20.1895,-1.0706184,0.071866,-0.9,38.7,38,1,3,5,8,0,0,0,0,0,0,1,1,1
8103,21,102.17499,-0.342384,29,0.16955,0.511934,12.15,34.12,11.61,6.04,15.98,10.74277664,21,5.431,4.349,4.688,11.09,0.551001143,1.020990609,0.684296,2.155178,2.070752,11.522467,113.1834,1122.6337,1.0199,-41.90278,46.74902,628.69959,484.09633,144.60326,0.00349718,0.01097055,-0.02152184,0.00063926,0.16136903,0.01197523,0.36456148,78.49,21.51,11.81408,17.12106,0.5013399,0.0011454,-51.16863,-20.17707,-0.9874483,0.047701,2,20.2,27,1,1,4,7,0,0,0,0,0,0,1,0,0
10314472,36,328.66434,-0.184279,85,-0.004499,0.17978,10.95,6.41,6.14,7.4,7.725,1.920136714,23,6.718,6.607,9.061,12.951,0.452531535,0.963902947,1.044889,4.623222,10.401995,45.231985,310.8445,2290.56978,1.6079,-40.5722,56.41747,1078.98988,573.43375,505.55614,0.00390345,0.03304712,-0.02915314,0.00084195,0.22423959,0.03110586,0.84961047,28.97,71.03,9.06108,17.11966,0.48441903,0.00236496,-41.81552,-15.10632,-0.9668206,0.053539,2.4,12,309,2,1,2,20,2,2,0,0,0,0,2,1,15
5354325,21,197.14847,-0.309738,51,-0.051468,0.25827,49.66,10.27,12.28,10.55,20.69,16.74354353,20,7,4.049,6.776,13.954,0.563138141,0.996714286,0.275946,1.648177,5.930307,49.249399,330.4939,1441.33293,1.5328,-48.12251,75.58167,803.91777,500.53162,303.38614,0.005571,0.03430593,-0.04183637,0.00095832,0.24637019,0.0359185,1.01084313,19.4,80.6,11.97424,18.13245,0.53258542,0.00181301,-51.02289,-18.43899,-1.2313576,0.083,0.8,100,260,1,5,2,14,0,0,0,1,1,0,1,1,2
3321360,19,126.15337,-0.32762,34,-0.014179,0.313441,20.73,18.21,18.72,14.11,17.9425,2.404905144,19,4.197,5.332,7.839,8.379,0.388816705,0.998213009,0.71167,2.840395,6.325168,8.876306,44.7937,1106.44384,1.2777,-56.995,31.06163,594.93697,413.97275,180.96422,0.00462999,0.02625875,-0.04484784,0.00071418,0.14305986,0.03023521,0.86839866,19.85,80.15,12.41449,16.73037,0.51899829,0.00088176,-45.20627,-20.42985,-1.0745175,0.058566,0.5,34.1,149,0,2,0,9,1,0,1,0,0,0,1,1,1
91779,45,431.44422,-0.319977,112,-0.010456,0.309522,20.19,13.05,11.59,16.1,15.2325,3.29243356,45,8.83,8.6,10.235,17.257,0.4781392,0.977180068,1.405759,6.328886,13.07252,40.470267,797.4487,2972.01241,1.6267,-75.2082,79.55568,1448.53662,737.7428,710.79382,-0.00310187,0.03055252,-0.03803223,0.00167002,0.22285225,0.03440864,0.93124963,35.23,64.77,11.36205,17.86722,0.52566011,0.00162774,-46.43474,-18.81801,-1.1198858,0.05964,0.7,183,722,2,10,7,28,0,0,0,0,0,0,1,1,4
11137,15,139.10904,-0.320245,36,-0.039003,0.281242,16.57,14.83,16.15,14.96,15.6275,0.748811558,15,4.676,3.402,7.223,9.161,0.463004144,0.979576561,0.001127,0.004112,7.804454,2.616488,153.8134,1023.55376,1.523,-43.57636,77.37553,566.40185,300.54314,265.85871,0.00262611,0.03056382,-0.02895641,0.00122969,0.23629045,0.02978766,0.81115309,38.56,61.44,11.89813,18.92549,0.53114775,0.00247781,-50.4428,-19.30085,-1.2624078,0.082792,2,66,131,1,3,0,10,0,0,0,0,0,0,1,1,2
7262,14,162.0167,-0.285813,41,0.047009,0.332822,13.88,15.55,14.9,14.56,14.7225,0.602593354,2,4.869,3.501,7.884,9.719,0.46052881,0.998048881,0.000968,0.003923,2.160093,13.692049,37.6023,1153.28689,1.5742,-14.60174,51.10287,617.16971,233.27633,383.89338,0.00103563,0.02413358,-0.01300006,0.00042283,0.07179256,0.01747532,0.46826116,56.43,43.57,11.15253,17.84107,0.49877456,0.00225032,-41.7959,-14.81584,-0.8954809,0.065228,2.9,26,97,1,1,0,9,0,0,0,0,0,0,1,1,1
9952220,53,387.90377,-0.279871,103,0.042489,0.32236,25.88,13.76,9.98,13.05,15.6675,6.064912922,45,8.325,7.767,9.916,16.337,0.480217519,0.981201201,1.251568,5.160274,5.744679,36.758498,390.738,3204.95702,1.3563,-54.17795,35.86942,1494.82027,846.95221,647.86805,-0.00045723,0.01612448,-0.02213436,0.00047114,0.15176589,0.01879299,0.50964778,46.57,53.43,9.77425,17.91739,0.5002697,0.00162744,-46.87015,-15.05536,-1.028737,0.052072,3.9,53.6,486,2,4,6,27,2,2,0,0,0,0,1,1,2
7176,29,193.24272,-0.282033,52,0.033135,0.315168,18.14,15.83,11.58,15.9,15.3625,2.373250672,29,6.939,5.443,7.463,13.848,0.517604844,0.997838305,0.616247,3.037737,4.860475,26.957761,205.4813,1721.42628,1.2579,-47.75068,49.8121,896.34463,466.31598,430.02864,-0.00198707,0.01682398,-0.02238548,0.00074439,0.24828127,0.01968088,0.53040853,58.28,41.72,11.09428,17.65725,0.50564354,0.00172904,-46.68195,-19.47207,-1.059541,0.054559,2.8,52.3,184,1,3,4,14,0,0,0,0,0,0,1,1,3
97004,19,206.02836,-0.390643,53,0.08282,0.473462,21.23,19.72,9.99,9.66,15.15,5.352966467,15,4.889,6.44,7.016,9.091,0.4032022,0.929740233,1.092969,3.92736,4.688097,27.258927,184.6257,1309.96417,1.7624,-53.44544,78.11035,709.58916,377.82011,331.76905,-0.00234611,0.03248391,-0.04201069,0.00129733,0.24965971,0.03712965,1.00513857,22.63,77.37,11.99967,19.65219,0.53582544,0.0031962,-43.38821,-18.44648,-1.0249831,0.045957,-2.1,102,189,2,7,4,11,0,0,0,0,0,0,1,0,0
16637,19,113.15787,-0.329825,31,0.03758,0.367406,44.7,23.89,19.22,8.65,24.115,13.10458031,18,5.109,5.508,5.925,10.1,0.469047508,0.988451752,0.76251,2.936807,4.576458,7.661574,40.8215,1113.1521,1.1391,-51.7162,53.71294,621.1172,374.45471,246.66249,0.00083938,0.01984801,-0.02801733,0.00097904,0.20079842,0.02292818,0.62837264,49.55,50.45,11.04311,16.11404,0.50732071,0.00115068,-46.62776,-19.48555,-1.0042015,0.047951,0.9,29.1,96,1,1,2,8,0,0,0,0,0,0,1,1,1
18604,43,212.37205,-0.346086,60,0.168207,0.514292,8.92,20.24,3.36,3.09,8.9025,6.947007899,41,9.908,5.351,5.851,19.962,0.640546785,1.007367784,0.762574,2.967676,2.518315,28.819272,523.8737,2297.43826,1.0359,-39.58293,17.65799,1191.10004,918.50823,272.59181,0.00332703,0.0086326,-0.01455027,0.00042713,0.07427122,0.00860323,0.27175741,84.91,15.09,12.27952,17.10833,0.4983009,0.0009188,-45.40137,-20.0888,-0.9752842,0.030245,6.3,12.5,133,0,1,11,15,1,0,1,0,0,0,1,1,1
